Película,Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,IMAX,Western
I'm Here,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Last Five Years,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Crimson Peak,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dragonheart 3: The Sorcerer's Curse,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Chris Rock: Bigger & Blacker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Natural Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Forgotten Space,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cloudburst,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tom Segura: Completely Normal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Honey, We Shrunk Ourselves",1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Stitch! The Movie,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hot Tub Time Machine 2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Johnny Express,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Eddie Izzard: Glorious,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northmen - A Viking Saga,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Superfast!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reality,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julia,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Focus,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Marvel One-Shot: Item 47,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
The Second Best Exotic Marigold Hotel,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
George Carlin: It's Bad for Ya!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tracers,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"McFarland, USA",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Unfinished Business,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost in the Shell Arise - Border 1: Ghost Pain,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Run All Night,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
Digging Up the Marrow,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0
Clown,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Cinderella,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Kidnapping Mr. Heineken,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
The Cobbler,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ruby Red,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Pan,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
While We're Young,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Too Late for Tears,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
Insurgent,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
La vérité si je mens !,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Amazing Screw-On Head,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Home,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Midnight Special,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Gunman, The",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Furious 7,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
The Final Girls,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Spring,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Power/Rangers,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
George Carlin: Life Is Worth Losing,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Legend No. 17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Love and Pigeons,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Get Hard,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
That Sugar Film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Saving Santa,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Brain,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tom and Jerry: A Nutcracker Tale,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Men Talk About,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill Me Three Times,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Poker Night,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Reckless Kelly,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Willy/Milly,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaun the Sheep Movie,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Knights,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Jinx: The Life and Deaths of Robert Durst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Batman vs. Robin,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Libre et assoupi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Woman in Gold,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Iliza Shlesinger: Freezing Hot,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road Within,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Malibu Bikini Shop,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomorrowland,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
Let It Be Me,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buzzard,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Paul Blart: Mall Cop 2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Seve,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Breathe,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Patlabor 2: The Movie,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Da Sweet Blood of Jesus,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
The Longest Ride,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Girltrash: All Night Long,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Sword of Vengeance,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Lovesick,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Danny Collins,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Even Stevens Movie,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kite,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
Man Up,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
San Andreas,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Welcome to Me,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Comedy Central Roast of James Franco,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
We Could Be King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hitman: Agent 47,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
B/W,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Ricki and the Flash,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Partisan,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Infini,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
Pitch Perfect 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Before I Go,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carol,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Office Romance,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bootleggers,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Lobster,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Güeros,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maggie,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Hot Pursuit,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Slow West,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
The Green Inferno,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Barely Lethal,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Carry On Don't Lose Your Head,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Love Is,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Monkey King,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5 to 7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Afonya,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
My Love,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Radio Day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Martian,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Return to Sender,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kung Fury,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
Elections Day,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Youth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Survivor,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Hot Girls Wanted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
That Munchhausen,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Taming of the Scoundrel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phir Hera Pheri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spy,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Trainwreck,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
BMX Bandits,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Aloha,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Blade,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Entourage,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bitter Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
No Way Jose,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost Graduation,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duck Amuck,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside Out,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Wolfpack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trevor Noah: African American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love & Mercy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games: Mockingjay - Part 2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pixels,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Fantastic Beasts and Where to Find Them,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hairdresser,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Star Wars Holiday Special,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mr. Holmes,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
The Secret Life of Pets,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex - The Laughing Man,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Self/less,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
The Last Witch Hunter,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Krampus,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Suicide Squad,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Independence Day: Resurgence,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Star Trek Beyond,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Golmaal,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Lee: A Warrior's Journey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Five Element Ninjas,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Magnificent Ruffians,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Ted 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absolutely Anything,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Minions,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Silence of the Hams,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bloodsport III,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
The Good Dinosaur,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Mass,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Spectre,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Professional: Golgo 13,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Mortal Kombat: The Journey Begins,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sharknado 3: Oh Hell No!,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Scooby-Doo! and the Samurai Sword,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo! and the Loch Ness Monster,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Top Scooby-Doo!,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo Goes Hollywood,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabriel Iglesias: Hot and Fluffy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Carlin: Back in Town,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Carlin: You Are All Diseased,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghost in the Shell 2.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Larry David: Curb Your Enthusiasm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Hart: Laugh at My Pain,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tom and Jerry: Shiver Me Whiskers,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Dunham: All Over the Map,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The FP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kung Fu Panda: Secrets of the Masters,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Jobs,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Macbeth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Vacation,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creep,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The Face of an Angel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wild Horses,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Search Party,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Squeeze,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Careful What You Wish For,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Robot Overlords,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Bad Asses on the Bayou,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Eye: Infinity,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kiss me Kismet,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Da geht noch was!,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Villain,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
The Lovers,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
Batman v Superman: Dawn of Justice,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
God Loves Caviar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mortuary,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
April Morning,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Amy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
That Demon Within,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Carnival Magic,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Magic Mike XXL,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Jungle Book,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: Resurrection of F,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Man from U.N.C.L.E.,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sorrow,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
7 Days in Hell,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Walk,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
13 Hours,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
There Will Come a Day,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Opposite Sex,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gallows,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Tokyo Tribe,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Feast,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Joe Dirt 2: Beautiful Loser,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return to Treasure Island,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nasu: Summer in Andalusia,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dark Places,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Afro Samurai,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Massu Engira Maasilamani,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The Revenant,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Irrational Man,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Exte: Hair Extensions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ooops! Noah is Gone...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southpaw,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Sicario,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
Goodnight Mommy ,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
10 Cent Pistol,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Before We Go,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Anomalisa,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Colonia,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ghost in the Shell Arise - Border 2: Ghost Whispers,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
How to Make Love Like an Englishman,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fracchia contro Dracula,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Always Watching: A Marble Hornets Story,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Madly in Love,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Intern,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hollywood Chainsaw Hookers,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Love,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Room,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Runner,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Gift,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
George Carlin: Jammin' in New York,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Witch,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Men & Chicken,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Escort,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Doctor Who: The Waters of Mars,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Family Guy Presents: Something, Something, Something, Dark Side",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Visit, The",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Secret in Their Eyes,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
The Electric Hotel,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jeff Ross Roasts Criminals: Live at Brazos County Jail,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Battle For Sevastopol,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
American Ultra,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Straight Outta Compton,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cop Car,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
The Lost Room,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Tangerine,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Every Secret Thing,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
964 Pinocchio,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Joy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ready Player One,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Victor Frankenstein,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
Guardians,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Invincible Shaolin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scouts Guide to the Zombie Apocalypse,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Suffragette,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fort Tilden,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turbo Kid,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
The Unauthorized Saved by the Bell Story,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
War Room,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Legend,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Deathgasm,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Danish Girl,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cooties,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Autumn Marathon,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12 Chairs,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ordinary Miracle,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Old Men: Robbers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unbelievable Adventures of Italians in Russia,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It Can't Be!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12 Chairs,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steve Jobs: The Man in the Machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Green Room,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beasts of No Nation,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bloodsucking Bastards,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Saving Christmas,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oscar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Man & Hulk: Heroes United,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Knock Knock,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
The Blue Planet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cornered!,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Demolition,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cigarette Burns,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Our Brand Is Crisis,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
High Rise,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
The Night Before,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Into the Forest,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
The Editor,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Everest,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Brand New Testament,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spotlight,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
